bcr_sample_barcode	bcr_aliquot_barcode	amount	biospecimen_barcode_bottom	concentration	day_of_shipment	month_of_shipment	plate_column	plate_row	year_of_shipment
TCGA-02-0317-01A	TCGA-02-0317-01A-01D-0277-06	13.3 uL	null	0.178 ug/uL	29	11	2	G	2007
TCGA-02-0317-01A	TCGA-02-0317-01A-01D-0278-02	20 uL	null	0.178 ug/uL	29	11	2	G	2007
TCGA-02-0317-01A	TCGA-02-0317-01A-01D-0275-01	6.7 uL	null	0.178 ug/uL	29	11	2	G	2007
TCGA-02-0317-01A	TCGA-02-0317-01A-01D-0327-09	25 uL	null	0.178 ug/uL	16	4	1	F	2008
TCGA-02-0317-01A	TCGA-02-0317-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	2	F	2007
TCGA-02-0317-01A	TCGA-02-0317-01A-01R-0281-03	16.7 uL	null	0.184 ug/uL	29	11	2	G	2007
TCGA-02-0317-01A	TCGA-02-0317-01A-01R-0280-01	33.3 uL	null	0.184 ug/uL	29	11	2	G	2007
TCGA-02-0317-01A	TCGA-02-0317-01A-01R-0282-07	13.3 uL	null	0.184 ug/uL	29	11	2	G	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	2	G	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01R-0281-03	16.7 uL	null	0.174 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01R-0280-01	33.3 uL	null	0.174 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01R-0282-07	13.3 uL	null	0.174 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0276-04	40 uL	null	0.152 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0275-01	6.7 uL	null	0.152 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0327-09	25 uL	null	0.152 ug/uL	16	4	1	G	2008
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0279-05	6.7 uL	null	0.152 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0277-06	13.3 uL	null	0.152 ug/uL	29	11	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0287-05	6.7 uL	null	0.152 ug/uL	13	12	2	H	2007
TCGA-02-0321-01A	TCGA-02-0321-01A-01D-0278-02	20 uL	null	0.152 ug/uL	29	11	2	H	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01R-0282-07	13.3 uL	null	0.118 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01R-0281-03	16.7 uL	null	0.118 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01R-0280-01	33.3 uL	null	0.118 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01D-0277-06	13.3 uL	null	0.171 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01D-0275-01	6.7 uL	null	0.171 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01D-0276-04	14 uL	null	0.171 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01D-0279-05	6.7 uL	null	0.171 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01D-0278-02	20 uL	null	0.171 ug/uL	29	11	3	A	2007
TCGA-02-0324-01A	TCGA-02-0324-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	2	H	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01D-0275-01	6.7 uL	null	0.151 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01D-0279-05	6.7 uL	null	0.151 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01D-0277-06	13.3 uL	null	0.151 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01D-0278-02	20 uL	null	0.151 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01D-0276-04	27 uL	null	0.151 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01R-0281-03	16.7 uL	null	0.185 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01R-0280-01	33.3 uL	null	0.185 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01R-0677-04	4 uL	null	0.185 ug/uL	29	10	1	A	2009
TCGA-02-0325-01A	TCGA-02-0325-01A-01R-0282-07	13.3 uL	null	0.185 ug/uL	29	11	3	B	2007
TCGA-02-0325-01A	TCGA-02-0325-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	3	A	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0275-01	6.7 uL	null	0.169 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0278-02	20 uL	null	0.169 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0327-09	25 uL	null	0.169 ug/uL	16	4	1	H	2008
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0277-06	13.3 uL	null	0.169 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0279-05	6.7 uL	null	0.169 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0276-04	40 uL	null	0.169 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01D-0287-05	6.7 uL	null	0.169 ug/uL	13	12	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01R-0281-03	16.7 uL	null	0.179 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01R-0677-04	4 uL	null	0.179 ug/uL	29	10	1	F	2009
TCGA-02-0326-01A	TCGA-02-0326-01A-01R-0280-01	33.3 uL	null	0.179 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01R-0282-07	13.3 uL	null	0.179 ug/uL	29	11	3	C	2007
TCGA-02-0326-01A	TCGA-02-0326-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	3	B	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01T-0283-07	10 uL	null	.1 ug/uL	29	11	3	C	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01D-0277-06	13.3 uL	null	.17 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01D-0276-04	40 uL	null	.17 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01D-0278-02	20 uL	null	.17 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01D-0279-05	6.7 uL	null	.17 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01D-0275-01	6.7 uL	null	.17 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01R-0282-07	13.3 uL	null	0.18 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01R-0280-01	33.3 uL	null	0.18 ug/uL	29	11	3	D	2007
TCGA-02-0329-01A	TCGA-02-0329-01A-01R-0281-03	16.7 uL	null	0.18 ug/uL	29	11	3	D	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0279-05	6.7 uL	null	0.174 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0278-02	20 uL	null	0.174 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0287-05	6.7 uL	null	0.174 ug/uL	13	12	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0275-01	6.7 uL	null	0.174 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0276-04	40 uL	null	0.174 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0277-06	13.3 uL	null	0.174 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01D-0327-09	25 uL	null	0.174 ug/uL	16	4	2	A	2008
TCGA-02-0330-01A	TCGA-02-0330-01A-01R-0281-03	16.7 uL	null	0.178 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01R-0676-04	4 uL	null	0.178 ug/uL	29	10	11	G	2009
TCGA-02-0330-01A	TCGA-02-0330-01A-01R-0280-01	33.3 uL	null	0.178 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01R-0282-07	13.3 uL	null	0.178 ug/uL	29	11	3	E	2007
TCGA-02-0330-01A	TCGA-02-0330-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	3	D	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01R-0281-03	16.7 uL	null	0.112 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01R-0282-07	13.3 uL	null	0.112 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01R-0280-01	33.3 uL	null	0.112 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	3	E	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01D-0278-02	20 uL	null	0.144 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01D-0277-06	13.3 uL	null	0.144 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01D-0275-01	6.7 uL	null	0.144 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01D-0279-05	6.7 uL	null	0.144 ug/uL	29	11	3	F	2007
TCGA-02-0332-01A	TCGA-02-0332-01A-01D-0276-04	37 uL	null	0.144 ug/uL	29	11	3	F	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02T-0283-07	10 uL	null	0.100 ug/uL	29	11	3	F	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02R-0281-03	16.7 uL	null	0.165 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02R-0676-04	4 uL	null	0.165 ug/uL	29	10	12	A	2009
TCGA-02-0333-01A	TCGA-02-0333-01A-02R-0282-07	13.3 uL	null	0.165 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02R-0280-01	33.3 uL	null	0.165 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0287-05	6.7 uL	null	0.163 ug/uL	13	12	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0277-06	13.3 uL	null	0.163 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0327-09	25 uL	null	0.163 ug/uL	16	4	2	B	2008
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0275-01	6.7 uL	null	0.163 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0276-04	40 uL	null	0.163 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0278-02	20 uL	null	0.163 ug/uL	29	11	3	G	2007
TCGA-02-0333-01A	TCGA-02-0333-01A-02D-0279-05	6.7 uL	null	0.163 ug/uL	29	11	3	G	2007
TCGA-02-0336-01A	TCGA-02-0336-01A-01D-0279-05	6.7 uL	null	.15 ug/uL	29	11	3	H	2007
TCGA-02-0336-01A	TCGA-02-0336-01A-01D-0277-06	13.3 uL	null	.15 ug/uL	29	11	3	H	2007
TCGA-02-0336-01A	TCGA-02-0336-01A-01D-0276-04	26 uL	null	.15 ug/uL	29	11	3	H	2007
TCGA-02-0336-01A	TCGA-02-0336-01A-01D-0275-01	6.7 uL	null	.15 ug/uL	29	11	3	H	2007
TCGA-02-0336-01A	TCGA-02-0336-01A-01D-0278-02	20 uL	null	.15 ug/uL	29	11	3	H	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01D-0276-04	40 uL	null	0.166 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01D-0287-05	6.7 uL	null	0.166 ug/uL	13	12	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01D-0277-06	13.3 uL	null	0.166 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01D-0279-05	6.7 uL	null	0.166 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01D-0278-02	20 uL	null	0.166 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01D-0275-01	6.7 uL	null	0.166 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01R-0281-03	16.7 uL	null	0.179 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01R-0282-07	13.3 uL	null	0.179 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01R-0280-01	33.3 uL	null	0.179 ug/uL	29	11	4	A	2007
TCGA-02-0337-01A	TCGA-02-0337-01A-01R-0677-04	4 uL	null	0.179 ug/uL	29	10	1	H	2009
TCGA-02-0337-01A	TCGA-02-0337-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	3	H	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0275-01	6.7 uL	null	0.177 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0327-09	25 uL	null	0.177 ug/uL	16	4	2	C	2008
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0279-05	6.7 uL	null	0.177 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0277-06	13.3 uL	null	0.177 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0276-04	40 uL	null	0.177 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0287-05	6.7 uL	null	0.177 ug/uL	13	12	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01D-0278-02	20 uL	null	0.177 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	A	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01R-0281-03	16.7 uL	null	0.180 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01R-0676-04	4 uL	null	0.180 ug/uL	29	10	10	A	2009
TCGA-02-0338-01A	TCGA-02-0338-01A-01R-0282-07	13.3 uL	null	0.180 ug/uL	29	11	4	B	2007
TCGA-02-0338-01A	TCGA-02-0338-01A-01R-0280-01	33.3 uL	null	0.180 ug/uL	29	11	4	B	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	B	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0279-05	6.7 uL	null	0.169 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0276-04	40 uL	null	0.169 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0278-02	20 uL	null	0.169 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0275-01	6.7 uL	null	0.169 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0277-06	13.3 uL	null	0.169 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0287-05	6.7 uL	null	0.169 ug/uL	13	12	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01D-0327-09	25 uL	null	0.169 ug/uL	16	4	2	D	2008
TCGA-02-0339-01A	TCGA-02-0339-01A-01R-0677-04	4 uL	null	0.173 ug/uL	29	10	1	D	2009
TCGA-02-0339-01A	TCGA-02-0339-01A-01R-0282-07	13.3 uL	null	0.173 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01R-0280-01	33.3 uL	null	0.173 ug/uL	29	11	4	C	2007
TCGA-02-0339-01A	TCGA-02-0339-01A-01R-0281-03	16.7 uL	null	0.173 ug/uL	29	11	4	C	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01R-0282-07	13.3 uL	null	0.173 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01R-0280-01	33.3 uL	null	0.173 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01R-0676-04	4 uL	null	0.173 ug/uL	29	10	9	A	2009
TCGA-02-0422-01A	TCGA-02-0422-01A-01R-0281-03	16.7 uL	null	0.173 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01D-0287-05	6.7 uL	null	0.153 ug/uL	13	12	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01D-0276-04	40 uL	null	0.153 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01D-0279-05	6.7 uL	null	0.153 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01D-0277-06	13.3 uL	null	0.153 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01D-0275-01	6.7 uL	null	0.153 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01D-0278-02	20 uL	null	0.153 ug/uL	29	11	4	D	2007
TCGA-02-0422-01A	TCGA-02-0422-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	C	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	D	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0279-05	6.7 uL	null	0.167 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0287-05	6.7 uL	null	0.167 ug/uL	13	12	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0327-09	25 uL	null	0.167 ug/uL	16	4	2	E	2008
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0276-04	40 uL	null	0.167 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0278-02	20 uL	null	0.167 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0277-06	13.3 uL	null	0.167 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01D-0275-01	6.7 uL	null	0.167 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01R-0676-04	4 uL	null	0.168 ug/uL	29	10	10	E	2009
TCGA-02-0430-01A	TCGA-02-0430-01A-01R-0280-01	33.3 uL	null	0.168 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01R-0281-03	16.7 uL	null	0.168 ug/uL	29	11	4	E	2007
TCGA-02-0430-01A	TCGA-02-0430-01A-01R-0282-07	13.3 uL	null	0.168 ug/uL	29	11	4	E	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02R-0282-07	13.3 uL	null	0.170 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02R-0281-03	16.7 uL	null	0.170 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02R-0280-01	33.3 uL	null	0.170 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	E	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0275-01	6.7 uL	null	0.148 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0279-05	6.7 uL	null	0.148 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0327-09	25 uL	null	0.148 ug/uL	16	4	2	F	2008
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0277-06	13.3 uL	null	0.148 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0287-05	6.7 uL	null	0.148 ug/uL	13	12	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0276-04	40 uL	null	0.148 ug/uL	29	11	4	F	2007
TCGA-02-0432-01A	TCGA-02-0432-01A-02D-0278-02	20 uL	null	0.148 ug/uL	29	11	4	F	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01R-0282-07	13.3 uL	null	0.185 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01R-0280-01	33.3 uL	null	0.185 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01R-0676-04	4 uL	null	0.185 ug/uL	29	10	11	C	2009
TCGA-02-0439-01A	TCGA-02-0439-01A-01R-0281-03	16.7 uL	null	0.185 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0279-05	6.7 uL	null	0.177 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0287-05	6.7 uL	null	0.177 ug/uL	13	12	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0275-01	6.7 uL	null	0.177 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0327-09	25 uL	null	0.177 ug/uL	16	4	2	G	2008
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0277-06	13.3 uL	null	0.177 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0276-04	40 uL	null	0.177 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01D-0278-02	20 uL	null	0.177 ug/uL	29	11	4	G	2007
TCGA-02-0439-01A	TCGA-02-0439-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	F	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0287-05	6.7 uL	null	0.175 ug/uL	13	12	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0279-05	6.7 uL	null	0.175 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0276-04	40 uL	null	0.175 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0275-01	6.7 uL	null	0.175 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0278-02	20 uL	null	0.175 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0327-09	25 uL	null	0.175 ug/uL	16	4	2	H	2008
TCGA-02-0440-01A	TCGA-02-0440-01A-01D-0277-06	13.3 uL	null	0.175 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01R-0281-03	16.7 uL	null	0.176 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01R-0282-07	13.3 uL	null	0.176 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01R-0280-01	33.3 uL	null	0.176 ug/uL	29	11	4	H	2007
TCGA-02-0440-01A	TCGA-02-0440-01A-01R-0676-04	4 uL	null	0.176 ug/uL	29	10	12	G	2009
TCGA-02-0440-01A	TCGA-02-0440-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	G	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0279-05	6.7 uL	null	0.173 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0275-01	6.7 uL	null	0.173 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0277-06	13.3 uL	null	0.173 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0327-09	25 uL	null	0.173 ug/uL	16	4	3	A	2008
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0276-04	40 uL	null	0.173 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0287-05	6.7 uL	null	0.173 ug/uL	13	12	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01D-0278-02	20 uL	null	0.173 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	4	H	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01R-0280-01	33.3 uL	null	0.174 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01R-0281-03	16.7 uL	null	0.174 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01R-0282-07	13.3 uL	null	0.174 ug/uL	29	11	5	A	2007
TCGA-02-0446-01A	TCGA-02-0446-01A-01R-0677-04	4 uL	null	0.174 ug/uL	29	10	1	C	2009
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0287-05	6.7 uL	null	0.184 ug/uL	13	12	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0277-06	13.3 uL	null	0.184 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0278-02	20 uL	null	0.184 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0327-09	25 uL	null	0.184 ug/uL	16	4	3	B	2008
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0276-04	40 uL	null	0.184 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0433-07	6.67 uL	null	0.184 ug/uL	28	1	1	F	2009
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0279-05	6.7 uL	null	0.184 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01D-0275-01	6.7 uL	null	0.184 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01T-0283-07	10 uL	null	0.100 ug/uL	29	11	5	A	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01R-0282-07	13.3 uL	null	0.179 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01R-0676-04	4 uL	null	0.179 ug/uL	29	10	12	E	2009
TCGA-02-0451-01A	TCGA-02-0451-01A-01R-0280-01	33.3 uL	null	0.179 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01R-0281-03	16.7 uL	null	0.179 ug/uL	29	11	5	B	2007
TCGA-02-0451-01A	TCGA-02-0451-01A-01R-0437-07	6.67 uL	null	0.179 ug/uL	28	1	1	D	2009
TCGA-02-0456-01A	TCGA-02-0456-01A-01R-0676-04	4 uL	null	0.161 ug/uL	29	10	9	G	2009
TCGA-02-0456-01A	TCGA-02-0456-01A-01R-0282-07	13.3 uL	null	0.161 ug/uL	29	11	5	C	2007
TCGA-02-0456-01A	TCGA-02-0456-01A-01R-0281-03	16.7 uL	null	0.161 ug/uL	29	11	5	C	2007
TCGA-02-0456-01A	TCGA-02-0456-01A-01R-0280-01	33.3 uL	null	0.161 ug/uL	29	11	5	C	2007
