Hybridization REF	TCGA-08-0625-11A-01T-0345-07
Reporter REF	Quantile_Normalized
A_25_P00010003	10.2706260576044
A_25_P00010004	8.18950180985413
A_25_P00010005	9.1787906238206
A_25_P00010006	6.87568872817555
A_25_P00010007	5.90322026675237
A_25_P00010008	6.16913798236915
A_25_P00010009	6.12110104320924
A_25_P00010010	5.71823401104639
A_25_P00010011	5.68706287222249
A_25_P00010012	7.26397800183552
A_25_P00010013	6.26434973255104
A_25_P00010014	10.0142042288482
A_25_P00010015	7.6901029271513
A_25_P00010016	5.71741517046106
A_25_P00010017	7.31872795206268
A_25_P00010018	6.32816505490529
A_25_P00010019	7.46080910270398
A_25_P00010020	6.42298881399022
A_25_P00010021	5.74911373218105
A_25_P00010023	5.83822533358134
A_25_P00010024	5.74237942661899
A_25_P00010025	5.74100125618384
A_25_P00010026	5.71274305609829
A_25_P00010027	8.78886746468387
A_25_P00010028	6.8837102595032
A_25_P00010029	5.78457431311692
A_25_P00010030	5.76063110716165
A_25_P00010031	5.7180221933773
A_25_P00010032	5.76733784946163
A_25_P00010035	6.05626917537983
A_25_P00010036	6.19578847617321
A_25_P00010037	5.71724625646314
A_25_P00010038	5.68966497173836
A_25_P00010039	5.73296834040008
A_25_P00010040	5.72732519504108
A_25_P00010041	5.78220641861135
A_25_P00010042	5.7440221645136
A_25_P00010043	5.71788311959503
A_25_P00010044	5.69211709037064
A_25_P00010045	9.57568447030468
A_25_P00010046	7.90058787819885
A_25_P00010047	9.07407565928523
A_25_P00010048	6.96942122124472
A_25_P00010049	5.75885838044127
A_25_P00010050	5.79353238400925
A_25_P00010051	5.82271937771118
A_25_P00010052	5.79424051687561
A_25_P00010053	14.7152909637514
A_25_P00010054	11.6101936049946
A_25_P00010055	5.82313986735377
A_25_P00010056	6.04983998115857
A_25_P00010057	5.95618293137685
A_25_P00010058	5.86772676186058
A_25_P00010059	6.39877773575532
A_25_P00010060	5.96352312687761
A_25_P00010061	6.39524618009627
A_25_P00010062	6.24529447834262
A_25_P00010063	5.89438000812058
A_25_P00010068	6.73515975517736
A_25_P00010069	7.59682349618602
A_25_P00010070	13.9565009617144
A_25_P00010071	13.2728734546351
A_25_P00010072	13.6887316035607
A_25_P00010073	11.7266987833994
A_25_P00010074	5.89777442020120
A_25_P00010075	5.90986984063932
A_25_P00010076	9.2696690322814
A_25_P00010077	8.87277666324144
A_25_P00010078	7.42276001774309
A_25_P00010079	6.22760612603395
A_25_P00010080	5.77867312738305
A_25_P00010081	5.77100983501583
A_25_P00010082	14.3284350275362
A_25_P00010083	12.4118320237598
A_25_P00010084	8.11744641146306
A_25_P00010085	9.4720278148444
A_25_P00010086	13.158707421122
A_25_P00010088	13.8700024578676
A_25_P00010089	10.9904468256460
A_25_P00010090	6.61381472308216
A_25_P00010091	7.453452199608
A_25_P00010092	7.27089226010042
A_25_P00010093	5.83743240244012
A_25_P00010094	5.97182563772963
A_25_P00010095	5.70191046318874
A_25_P00010096	5.69919509436733
A_25_P00010097	7.8108146235804
A_25_P00010098	10.3795384426148
A_25_P00010099	5.97588461311178
A_25_P00010100	5.94441383479926
A_25_P00010101	7.62754708189513
A_25_P00010102	6.69840314428609
A_25_P00010103	6.99530482807813
A_25_P00010104	6.69315816972739
A_25_P00010109	12.8107117616205
A_25_P00010110	10.2357330394665
A_25_P00010113	9.99739049359498
A_25_P00010114	8.77449758970622
A_25_P00010115	6.98122890763774
A_25_P00010116	7.11359029733657
A_25_P00010117	5.99269865986489
A_25_P00010118	5.94503863977484
A_25_P00010119	5.94823740621083
A_25_P00010120	5.85524581103542
A_25_P00010121	5.65044286320909
A_25_P00010122	5.68775973016509
A_25_P00010123	5.73751989673574
A_25_P00010124	5.68332776146678
A_25_P00010125	10.2697700202558
