Hybridization REF	TCGA-06-0681-11A-01T-0345-07
Reporter REF	Quantile_Normalized
A_25_P00010003	10.5285520062883
A_25_P00010004	8.39223826460235
A_25_P00010005	9.78050243525183
A_25_P00010006	7.4781340304276
A_25_P00010007	6.1157657378707
A_25_P00010008	6.52164399269411
A_25_P00010009	6.42591840660819
A_25_P00010010	5.69564811636085
A_25_P00010011	5.72457268037801
A_25_P00010012	7.55824495803465
A_25_P00010013	6.48014235934811
A_25_P00010014	11.7603670356209
A_25_P00010015	9.1247376639045
A_25_P00010016	5.72482284172908
A_25_P00010017	7.11859173012534
A_25_P00010018	6.33340585823411
A_25_P00010019	7.54374392955877
A_25_P00010020	6.47448633205461
A_25_P00010021	5.76836125210021
A_25_P00010023	5.85415925446016
A_25_P00010024	5.72221116951269
A_25_P00010025	5.74010375010994
A_25_P00010026	5.76686439515753
A_25_P00010027	8.83755425672092
A_25_P00010028	6.9790878807291
A_25_P00010029	5.8149109433748
A_25_P00010030	5.83062900897228
A_25_P00010031	5.71899389673688
A_25_P00010032	5.746729288325
A_25_P00010035	5.95016334387112
A_25_P00010036	6.00059897879101
A_25_P00010037	5.71946522802946
A_25_P00010038	5.67130183049869
A_25_P00010039	5.83849504947506
A_25_P00010040	5.71986150589829
A_25_P00010041	5.73329111608264
A_25_P00010042	5.77947497070075
A_25_P00010043	5.67822568559631
A_25_P00010044	5.69607177349798
A_25_P00010045	9.55415940917709
A_25_P00010046	7.91519060852911
A_25_P00010047	9.04871156362494
A_25_P00010048	7.13688260276645
A_25_P00010049	5.77753832977537
A_25_P00010050	5.77194281937323
A_25_P00010051	5.79099873385992
A_25_P00010052	5.74430992084575
A_25_P00010053	14.307645324924
A_25_P00010054	11.0721966722887
A_25_P00010055	5.78207937531272
A_25_P00010056	5.98740506999533
A_25_P00010057	5.84421587994103
A_25_P00010058	5.86630451192543
A_25_P00010059	6.20505494736374
A_25_P00010060	5.97784848009688
A_25_P00010061	6.59080743453991
A_25_P00010062	6.47632386183824
A_25_P00010063	5.9687084699703
A_25_P00010068	6.71858887946124
A_25_P00010069	7.48718531197465
A_25_P00010070	14.5274275069453
A_25_P00010071	13.4849859125689
A_25_P00010072	13.9636776814727
A_25_P00010073	12.0123408311851
A_25_P00010074	5.81892101151013
A_25_P00010075	5.82391473743157
A_25_P00010076	9.63590585576046
A_25_P00010077	9.28957706437004
A_25_P00010078	7.76395061829998
A_25_P00010079	6.44487218907306
A_25_P00010080	5.72362279865697
A_25_P00010081	5.74248012050408
A_25_P00010082	14.2265098793248
A_25_P00010083	12.2293157597635
A_25_P00010084	8.09724187842047
A_25_P00010085	9.27135526781155
A_25_P00010086	12.9267278281782
A_25_P00010088	13.7038896585951
A_25_P00010089	10.8560467715958
A_25_P00010090	6.99649857711527
A_25_P00010091	7.7125978114107
A_25_P00010092	7.55797365022996
A_25_P00010093	5.78042079197639
A_25_P00010094	5.90438832107139
A_25_P00010095	5.73476954537724
A_25_P00010096	5.68215132862071
A_25_P00010097	6.81910798432715
A_25_P00010098	8.54122291773533
A_25_P00010099	5.97792712309672
A_25_P00010100	5.95545263088279
A_25_P00010101	8.0588229058161
A_25_P00010102	7.18754554821456
A_25_P00010103	6.82198525361229
A_25_P00010104	6.49942252207152
A_25_P00010109	12.2086201488303
A_25_P00010110	10.2217434630788
A_25_P00010113	10.1122361376386
A_25_P00010114	9.09959814709933
A_25_P00010115	6.95252189077079
A_25_P00010116	6.99621573438658
A_25_P00010117	6.03839293043341
A_25_P00010118	5.98369217097409
A_25_P00010119	5.9652850284073
A_25_P00010120	5.86650319967702
A_25_P00010121	5.68693841380434
A_25_P00010122	5.73037544579911
A_25_P00010123	5.73316967177455
A_25_P00010124	5.68423429643822
A_25_P00010125	10.3963463620450
A_25_P00010126	8.3996451098538
A_25_P00010127	5.75809344075695
A_25_P00010128	5.80401947446825
A_25_P00010129	6.98432132779187
A_25_P00010130	8.02221474275212
A_25_P00010131	6.73245438851925
A_25_P00010132	7.21148182965465
A_25_P00010133	8.89569637096075
A_25_P00010134	6.8427204375136
A_25_P00010135	5.86804310098335
A_25_P00010136	5.82449071502855
A_25_P00010137	5.7104217666957
A_25_P00010138	5.7152115718008
A_25_P00010141	7.15590034837113
A_25_P00010142	6.83125874287393
A_25_P00010147	5.81782733853432
A_25_P00010148	6.11716618525815
A_25_P00010149	6.6653653220248
A_25_P00010150	5.83157597036
A_25_P00010151	5.94839777830042
A_25_P00010152	5.89335189784346
A_25_P00010153	9.21494272460105
A_25_P00010154	8.54601857711086
A_25_P00010155	6.00845656201108
A_25_P00010156	6.01039925663469
A_25_P00010157	6.02939979780564
A_25_P00010158	7.55968083271592
A_25_P00010159	6.16608954268809
A_25_P00010160	5.86197933632825
A_25_P00010161	5.7409774128444
A_25_P00010162	5.72439840529166
A_25_P00010163	5.72556324560015
A_25_P00010164	5.69803576500737
A_25_P00010165	5.91932589491557
A_25_P00010166	5.94013964425152
A_25_P00010167	6.25999847902637
A_25_P00010168	5.82326805238226
A_25_P00010169	5.69409153832953
A_25_P00010170	5.76743775694159
A_25_P00010171	5.66981784547756
A_25_P00010172	5.91533834100193
A_25_P00010173	5.83315147482569
A_25_P00010174	5.79854497413066
A_25_P00010175	5.74035743483694
A_25_P00010176	5.74372590956307
A_25_P00010177	5.71593894452376
A_25_P00010178	5.75623742971155
A_25_P00010179	5.75353144911215
A_25_P00010180	5.67603655741247
A_25_P00010181	5.72708834647906
A_25_P00010182	8.6193915769805
A_25_P00010183	6.60331695736139
A_25_P00010184	9.3251427477721
A_25_P00010185	10.5448769935288
A_25_P00010190	6.69691013454874
A_25_P00010191	6.3122543632889
A_25_P00010192	5.72676590790167
A_25_P00010193	5.77641800739777
A_25_P00010194	5.8028212565885
A_25_P00010195	5.84409439447523
A_25_P00010196	6.66755901345466
A_25_P00010197	6.20635229964636
A_25_P00010198	9.2982379775051
A_25_P00010199	9.2580817726182
A_25_P00010200	5.70026682450541
A_25_P00010201	5.76091175819452
A_25_P00010204	12.9804179218354
A_25_P00010205	11.2470479882218
A_25_P00010206	6.49041555521087
A_25_P00010207	6.19524207038332
A_25_P00010208	5.90635537503486
A_25_P00010209	6.07893657690444
A_25_P00010210	9.90220572164232
A_25_P00010211	9.60197838472293
A_25_P00010212	7.7028456437999
A_25_P00010213	8.54810325882505
A_25_P00010214	6.28540897899798
A_25_P00010219	5.74622750752611
A_25_P00010220	6.11795639527027
A_25_P00010221	5.93412276147611
A_25_P00010222	5.85148012039698
A_25_P00010223	6.07849187013884
A_25_P00010224	6.03817320778283
A_25_P00010225	6.19459633364819
A_25_P00010226	6.13517808940031
A_25_P00010227	6.46979062575885
A_25_P00010228	6.16684626776384
A_25_P00010229	6.27180683074358
A_25_P00010230	6.97163480659682
A_25_P00010231	6.92743137372932
A_25_P00010232	6.90187576353784
A_25_P00010233	5.8847247716743
A_25_P00010234	5.88247423545539
A_25_P00010235	5.87515398437922
A_25_P00010236	6.2513050380016
A_25_P00010237	6.22494313659392
A_25_P00010238	11.4840351076958
A_25_P00010239	6.21563396211227
A_25_P00010244	5.83013103184853
A_25_P00010245	5.80696624460056
A_25_P00010246	7.41346137796888
A_25_P00010247	7.46533658419615
A_25_P00010248	7.41507484186941
