Hybridization REF	TCGA-06-0675-11A-01T-0345-07
Reporter REF	Quantile_Normalized
A_25_P00010003	10.659078702825
A_25_P00010004	8.48537203226048
A_25_P00010005	9.20367584001621
A_25_P00010006	7.10387315367308
A_25_P00010007	5.98357950987421
A_25_P00010008	6.46050393076032
A_25_P00010009	6.38001614372685
A_25_P00010010	5.71547701153149
A_25_P00010011	5.70235363048083
A_25_P00010012	7.59356392188545
A_25_P00010013	6.47370237832955
A_25_P00010014	12.3698509877862
A_25_P00010015	9.56188688839125
A_25_P00010016	5.69806538817007
A_25_P00010017	7.19875370029848
A_25_P00010018	6.35303294819162
A_25_P00010019	7.62551490219135
A_25_P00010020	6.52689840307665
A_25_P00010021	5.78215175531447
A_25_P00010023	5.82729349247293
A_25_P00010024	5.72201497990083
A_25_P00010025	5.70785561147318
A_25_P00010026	5.75822845979484
A_25_P00010027	8.96872923203102
A_25_P00010028	7.01702986387035
A_25_P00010029	5.80848206420242
A_25_P00010030	5.83048453372898
A_25_P00010031	5.75680295023541
A_25_P00010032	5.77424777805811
A_25_P00010035	6.0484482672418
A_25_P00010036	6.07262719635683
A_25_P00010037	5.66735150726976
A_25_P00010038	5.71001208204505
A_25_P00010039	5.83861865279027
A_25_P00010040	5.73398420200097
A_25_P00010041	5.77697699940024
A_25_P00010042	5.71930551341642
A_25_P00010043	5.71529165024357
A_25_P00010044	5.74932437156098
A_25_P00010045	9.18250570432653
A_25_P00010046	7.68791150799235
A_25_P00010047	8.6472910109324
A_25_P00010048	6.84479676306889
A_25_P00010049	5.81533652644396
A_25_P00010050	5.77182799192411
A_25_P00010051	5.83207590084434
A_25_P00010052	5.79724913254142
A_25_P00010053	14.5677586062013
A_25_P00010054	11.2978131791638
A_25_P00010055	5.83431582749035
A_25_P00010056	6.0528580513336
A_25_P00010057	5.96525763525357
A_25_P00010058	5.88693519967843
A_25_P00010059	6.20712832958124
A_25_P00010060	5.96899882400004
A_25_P00010061	6.44995350966697
A_25_P00010062	6.3783293217269
A_25_P00010063	5.94210316448948
A_25_P00010068	6.60677788047809
A_25_P00010069	7.41382467470807
A_25_P00010070	13.7527991793459
A_25_P00010071	13.1725330514066
A_25_P00010072	13.8677438869815
A_25_P00010073	12.1815502001575
A_25_P00010074	5.85172813589673
A_25_P00010075	5.82837586967913
A_25_P00010076	9.41380422432945
A_25_P00010077	9.12514377502273
A_25_P00010078	7.70676324224304
A_25_P00010079	6.39904301351205
A_25_P00010080	5.74724420532005
A_25_P00010081	5.73680135609038
A_25_P00010082	14.6363285543704
A_25_P00010083	12.8016238455622
A_25_P00010084	7.75723791931729
A_25_P00010085	8.70325522604367
A_25_P00010086	13.0076144602229
A_25_P00010088	13.4441188503036
A_25_P00010089	10.4480055303734
A_25_P00010090	7.03809626900328
A_25_P00010091	7.81468505210673
A_25_P00010092	7.68924182840281
A_25_P00010093	5.89389307379219
A_25_P00010094	6.06328647012592
A_25_P00010095	5.68028248055842
A_25_P00010096	5.71785135012997
A_25_P00010097	7.3575409989584
A_25_P00010098	9.3163947855556
A_25_P00010099	6.01439531681639
A_25_P00010100	5.96793193905819
A_25_P00010101	8.14783640909207
A_25_P00010102	7.14463530079208
A_25_P00010103	7.04452694861259
A_25_P00010104	6.64469454943908
A_25_P00010109	12.5735583507103
A_25_P00010110	10.2850921428413
A_25_P00010113	10.1687350947028
A_25_P00010114	9.06332896729636
A_25_P00010115	7.0710706600705
A_25_P00010116	7.20535197243566
A_25_P00010117	5.98348751577037
A_25_P00010118	5.95312734147901
A_25_P00010119	5.97465348020517
A_25_P00010120	5.86193599370712
A_25_P00010121	5.70573139242523
A_25_P00010122	5.68470241350052
A_25_P00010123	5.75313546445809
A_25_P00010124	5.68543115867342
A_25_P00010125	10.5382952070167
A_25_P00010126	8.56521863048966
A_25_P00010127	5.72411495242327
A_25_P00010128	5.77953836602193
A_25_P00010129	6.84635941763684
A_25_P00010130	8.03053741829377
A_25_P00010131	6.54974051621479
A_25_P00010132	6.90917782959203
A_25_P00010133	8.51488790481976
A_25_P00010134	6.63081726350723
A_25_P00010135	5.80805137600575
A_25_P00010136	5.76525617102396
A_25_P00010137	5.73848371323041
A_25_P00010138	5.67217828386384
A_25_P00010141	6.98541972713256
A_25_P00010142	6.7469072455588
A_25_P00010147	5.77001120366499
A_25_P00010148	6.11223991174658
A_25_P00010149	6.69855327025318
A_25_P00010150	5.85737317419997
A_25_P00010151	5.9141019380572
A_25_P00010152	5.87619277696722
A_25_P00010153	9.09717883886865
A_25_P00010154	8.50602913195032
A_25_P00010155	6.11711994135049
A_25_P00010156	6.09466134049683
A_25_P00010157	5.98507588628501
A_25_P00010158	7.52714054156107
A_25_P00010159	6.16399811568256
A_25_P00010160	6.08549472976988
A_25_P00010161	5.81189539267726
A_25_P00010162	5.77192979375258
A_25_P00010163	5.77562327739512
A_25_P00010164	5.72903868210619
A_25_P00010165	5.90491268798011
A_25_P00010166	5.9411679741768
A_25_P00010167	6.15828626152848
A_25_P00010168	5.80639369597948
A_25_P00010169	5.75521411074177
A_25_P00010170	5.7848105746073
A_25_P00010171	5.67452420002714
A_25_P00010172	5.88439031687011
A_25_P00010173	5.84877400908439
A_25_P00010174	5.77641249510356
A_25_P00010175	5.75893611778258
A_25_P00010176	5.79103370022462
A_25_P00010177	5.77602444220464
A_25_P00010178	5.71513388870354
A_25_P00010179	5.75510076522538
