Hybridization REF	TCGA-06-0673-11A-01T-0345-07
Reporter REF	Quantile_Normalized
A_25_P00010003	10.8745044976537
A_25_P00010004	8.87499622602502
A_25_P00010005	8.47331637075163
A_25_P00010006	6.58247271191396
A_25_P00010007	5.91434578764883
A_25_P00010008	6.72400650140416
A_25_P00010009	6.6172223427834
A_25_P00010010	5.69234883081892
A_25_P00010011	5.72435231421017
A_25_P00010012	8.10886292624068
A_25_P00010013	6.72099006636376
A_25_P00010014	10.0955539353717
A_25_P00010015	7.97227959148203
A_25_P00010016	5.70132134062585
A_25_P00010017	7.14951857937762
A_25_P00010018	6.31629190878218
A_25_P00010019	7.57507739934596
A_25_P00010020	6.48908882101963
A_25_P00010021	5.77785275042072
A_25_P00010023	5.84919960914714
A_25_P00010024	5.71630653915764
A_25_P00010025	5.74170805412831
A_25_P00010026	5.75702179802832
A_25_P00010027	9.01003681684622
A_25_P00010028	7.09307066939155
A_25_P00010029	5.79379136756247
A_25_P00010030	5.79761641466525
A_25_P00010031	5.81489454170954
A_25_P00010032	5.73777291206995
A_25_P00010035	6.03475332907712
A_25_P00010036	6.04061463133107
A_25_P00010037	5.71759769428642
A_25_P00010038	5.71126192879534
A_25_P00010039	5.80118164982866
A_25_P00010040	5.74442824785094
A_25_P00010041	5.72432705535259
A_25_P00010042	5.70117614639367
A_25_P00010043	5.75444375813639
A_25_P00010044	5.70424761566188
A_25_P00010045	9.43828812589294
A_25_P00010046	7.94812763940448
A_25_P00010047	9.17476178653076
A_25_P00010048	7.25008195010587
A_25_P00010049	5.81542002010088
A_25_P00010050	5.79139455492465
A_25_P00010051	5.8329681888091
A_25_P00010052	5.80139353330237
A_25_P00010053	14.4768052649519
A_25_P00010054	11.3171159297569
A_25_P00010055	5.79182957566679
A_25_P00010056	5.9536870514755
A_25_P00010057	5.93763405190214
A_25_P00010058	5.87765325581148
A_25_P00010059	6.12749651654525
A_25_P00010060	5.97880364486834
A_25_P00010061	6.57764073795845
A_25_P00010062	6.45909456394986
A_25_P00010063	5.95506026083611
A_25_P00010068	6.42312618953854
A_25_P00010069	7.04015537908456
A_25_P00010070	14.0724304717979
A_25_P00010071	13.2223036215181
A_25_P00010072	13.6539382439791
A_25_P00010073	12.0470281880803
A_25_P00010074	5.85510189366601
A_25_P00010075	5.83564640896076
A_25_P00010076	9.5886028811108
A_25_P00010077	9.29434308739018
A_25_P00010078	7.8405108555112
A_25_P00010079	6.44266717581582
A_25_P00010080	5.77762810533504
A_25_P00010081	5.76931089735645
A_25_P00010082	14.3650872450972
A_25_P00010083	12.2746920453842
A_25_P00010084	8.31963344145754
A_25_P00010085	9.38967979661575
A_25_P00010086	13.2383975657916
A_25_P00010088	13.5914310951227
A_25_P00010089	11.0101946719218
A_25_P00010090	6.98187010666178
A_25_P00010091	7.71160992569495
A_25_P00010092	7.53908952102023
A_25_P00010093	5.86270894373638
A_25_P00010094	6.03220704599623
A_25_P00010095	5.79399108370522
A_25_P00010096	5.7655637690859
A_25_P00010097	7.43777388771586
A_25_P00010098	9.7102331445706
A_25_P00010099	6.043631465286
A_25_P00010100	5.99839992522972
A_25_P00010101	8.27316027717862
A_25_P00010102	7.2495691941412
A_25_P00010103	6.87669720070298
A_25_P00010104	6.59031715471418
A_25_P00010109	12.0219431369082
A_25_P00010110	10.0400124154628
A_25_P00010113	10.1129767566078
A_25_P00010114	9.15171342463077
A_25_P00010115	7.04148004824808
A_25_P00010116	7.15333164756304
A_25_P00010117	6.04310896996964
A_25_P00010118	5.97765615369894
A_25_P00010119	5.99701851366803
A_25_P00010120	5.8813731324422
A_25_P00010121	5.7063521491559
A_25_P00010122	5.72573651946425
A_25_P00010123	5.80888020661153
A_25_P00010124	5.64731432919999
A_25_P00010125	10.4125923327305
A_25_P00010126	8.5395731629083
A_25_P00010127	5.75521071806502
A_25_P00010128	5.76935414769425
A_25_P00010129	7.00829541684338
A_25_P00010130	8.1923044233079
A_25_P00010131	6.84324990632151
A_25_P00010132	7.32747567419637
A_25_P00010133	8.96721736639299
A_25_P00010134	6.85918487187555
A_25_P00010135	5.84409587681263
A_25_P00010136	5.77707134287438
A_25_P00010137	5.70404695135982
A_25_P00010138	5.71568602772589
A_25_P00010141	7.16355972918565
A_25_P00010142	6.85836323445988
A_25_P00010147	5.7810775008645
A_25_P00010148	6.14924006759465
A_25_P00010149	6.74453276626656
A_25_P00010150	5.85157380458719
A_25_P00010151	5.952690506813
A_25_P00010152	5.89378849303003
A_25_P00010153	9.1883846965384
A_25_P00010154	8.7257538779505
A_25_P00010155	5.96739066096624
A_25_P00010156	5.97973753995535
A_25_P00010157	5.95761864138752
A_25_P00010158	7.56480043852499
A_25_P00010159	6.1999983108359
A_25_P00010160	6.16004217029666
A_25_P00010161	5.83279111639636
A_25_P00010162	5.7780372432572
A_25_P00010163	5.73734898946812
A_25_P00010164	5.70317019676268
A_25_P00010165	5.8680870126263
A_25_P00010166	5.90098656535088
A_25_P00010167	6.52702775651201
A_25_P00010168	5.89139556243472
A_25_P00010169	5.72231247776308
A_25_P00010170	5.78348268586318
A_25_P00010171	5.68721440195213
A_25_P00010172	6.0423262600749
A_25_P00010173	5.94047984915071
A_25_P00010174	5.75980056650224
A_25_P00010175	5.75938471053562
A_25_P00010176	5.71143943275457
A_25_P00010177	5.71921002105481
A_25_P00010178	5.7373164769412
A_25_P00010179	5.80238071563645
A_25_P00010180	5.72199211094472
A_25_P00010181	5.74537170105752
A_25_P00010182	8.67176553763014
A_25_P00010183	6.61409366743294
A_25_P00010184	9.34406658049633
A_25_P00010185	10.5510242675195
A_25_P00010190	7.03437028344478
A_25_P00010191	6.47843078293811
A_25_P00010192	5.76502469121109
A_25_P00010193	5.76316601598282
A_25_P00010194	5.79847519219031
A_25_P00010195	5.91002345143685
A_25_P00010196	6.37615179813097
A_25_P00010197	6.04480937498876
A_25_P00010198	9.22015617294583
A_25_P00010199	9.22844889979495
A_25_P00010200	5.72877233742800
A_25_P00010201	5.69767653859042
A_25_P00010204	13.0042381032007
A_25_P00010205	11.3885733060666
A_25_P00010206	6.7901903411335
A_25_P00010207	6.32427273085577
A_25_P00010208	5.92165102115368
A_25_P00010209	6.06437654452629
A_25_P00010210	10.0740585160701
A_25_P00010211	9.76510447636336
A_25_P00010212	8.03872239580492
A_25_P00010213	8.97122806516026
A_25_P00010214	6.36242890496108
A_25_P00010219	5.76852602997334
A_25_P00010220	5.97331396056386
A_25_P00010221	5.87279449452815
A_25_P00010222	5.80563013538788
A_25_P00010223	6.15802449910179
A_25_P00010224	6.136158874839
A_25_P00010225	6.34500637764823
A_25_P00010226	6.09044962804832
A_25_P00010227	6.36932686455992
A_25_P00010228	6.14351710775465
A_25_P00010229	6.22809529854448
A_25_P00010230	6.97984599443459
A_25_P00010231	6.95271274668796
A_25_P00010232	6.98155972605986
A_25_P00010233	5.88423852125445
A_25_P00010234	5.87142025058252
A_25_P00010235	5.89183279147365
A_25_P00010236	6.22381258261295
A_25_P00010237	6.23823199415428
A_25_P00010238	11.7015107325013
A_25_P00010239	6.30963777051971
A_25_P00010244	5.8105123406933
A_25_P00010245	5.76310808929657
A_25_P00010246	7.75754489510752
A_25_P00010247	7.85719777903596
A_25_P00010248	8.08640082147832
A_25_P00010249	7.94784979664919
A_25_P00010258	5.75456947965745
A_25_P00010259	5.76083441640301
A_25_P00010260	5.8006598848257
A_25_P00010261	5.78605088941539
A_25_P00010262	7.36671316860875
A_25_P00010263	6.1462990423576
A_25_P00010264	5.82858961573283
A_25_P00010265	5.77663363311118
A_25_P00010266	5.69575670936627
A_25_P00010267	5.62216037907502
A_25_P00010268	5.76887842648123
A_25_P00010269	5.70747998289671
A_25_P00010270	6.58285792536162
A_25_P00010271	6.18854388626283
A_25_P00010272	5.76184625571053
A_25_P00010273	5.86563616071612
A_25_P00010274	9.25361341970514
A_25_P00010275	9.74333688580277
A_25_P00010276	8.07422213243309
A_25_P00010277	8.39562242129744
A_25_P00010278	7.34634814253189
A_25_P00010279	12.5477207762188
A_25_P00010280	11.4474426678798
A_25_P00010281	11.2591798296584
A_25_P00010282	12.5303679296529
A_25_P00010283	6.4881207349553
A_25_P00010284	6.15761930363991
A_25_P00010285	11.4810673717215
A_25_P00010286	9.85092695501842
A_25_P00010287	8.9447127644334
A_25_P00010288	9.6587344046964
A_25_P00010291	5.76381969648551
