Hybridization REF	TCGA-06-0676-11A-02T-0345-07
Reporter REF	Quantile_Normalized
A_25_P00010003	10.4233982955402
A_25_P00010004	8.51111640809597
A_25_P00010005	9.62305616267992
A_25_P00010006	7.5045495511081
A_25_P00010007	6.11696856898894
A_25_P00010008	6.55062945999389
A_25_P00010009	6.46423612520999
A_25_P00010010	5.69681568409219
A_25_P00010011	5.75235786059417
A_25_P00010012	7.82273344250225
A_25_P00010013	6.68223758864342
A_25_P00010014	10.186902006929
A_25_P00010015	7.9592584929801
A_25_P00010016	5.72148722815668
A_25_P00010017	7.45446689358574
A_25_P00010018	6.43865189961336
A_25_P00010019	7.88587608681814
A_25_P00010020	6.73874797617003
A_25_P00010021	5.79102929358463
A_25_P00010023	5.89597589384569
A_25_P00010024	5.69261344116786
A_25_P00010025	5.72104997431692
A_25_P00010026	5.77002709695677
A_25_P00010027	9.02983226026554
A_25_P00010028	7.2615790240696
A_25_P00010029	5.7837144631308
A_25_P00010030	5.79964535562306
A_25_P00010031	5.75760260752637
A_25_P00010032	5.70988801878303
A_25_P00010035	5.90099515149095
A_25_P00010036	5.94478424552099
A_25_P00010037	5.71517651819596
A_25_P00010038	5.71157148274485
A_25_P00010039	5.83905853335739
A_25_P00010040	5.76227635956505
A_25_P00010041	5.69777416004705
A_25_P00010042	5.80090470014223
A_25_P00010043	5.71834256374874
A_25_P00010044	5.71714258109775
A_25_P00010045	9.52916930190419
A_25_P00010046	7.96202572282144
A_25_P00010047	8.9807328280171
A_25_P00010048	7.1906660151783
A_25_P00010049	5.83644577130733
A_25_P00010050	5.79422694545714
A_25_P00010051	5.85405688308995
A_25_P00010052	5.81028661200827
A_25_P00010053	15.0111587142442
A_25_P00010054	11.5992629333885
A_25_P00010055	5.71613819258903
A_25_P00010056	5.90203725049943
A_25_P00010057	5.78716395220667
A_25_P00010058	5.89446132304106
A_25_P00010059	6.07465327660437
A_25_P00010060	5.96531852932473
A_25_P00010061	6.78081218619641
A_25_P00010062	6.58454890916481
A_25_P00010063	6.00354158429972
A_25_P00010068	6.51843286974702
A_25_P00010069	7.25506415221418
A_25_P00010070	13.8298727989626
A_25_P00010071	13.1725330514066
A_25_P00010072	13.6246182395820
A_25_P00010073	11.8625631089939
A_25_P00010074	5.83103454000854
